-7.589061,-0.341353,-7.589061,1.248647,-7.349061,1.248647,-7.349061,-0.341353,-7.589061,-0.341353
-7.589061,0.758647,-7.589061,2.248647,-6.399061,2.248647,-6.399061,0.758647,-7.589061,0.758647
-7.589061,1.558647,-7.589061,3.498647,-7.149061,3.498647,-7.149061,1.558647,-7.589061,1.558647
-7.589061,2.358647,-7.589061,3.548647,-7.249061,3.548647,-7.249061,2.358647,-7.589061,2.358647
-7.589061,2.708647,-7.589061,4.448647,-6.599061,4.448647,-6.599061,2.708647,-7.589061,2.708647
-7.469061,4.378647,-7.369061,3.428647,-6.869061,4.128647,-7.469061,4.378647
-7.469061,4.478647,-6.569061,4.078647,-7.419061,5.128647,-7.469061,4.478647
-7.589061,4.658647,-7.589061,6.198647,-6.599061,6.198647,-6.599061,4.658647,-7.589061,4.658647
-7.539061,0.758647,-7.539061,2.948647,-5.949061,2.948647,-5.949061,0.758647,-7.539061,0.758647
-7.539061,5.308647,-7.539061,6.498647,-7.249061,6.498647,-7.249061,5.308647,-7.539061,5.308647
-7.419061,6.428647,-7.369061,6.128647,-6.119061,6.128647,-7.369061,7.378647,-7.419061,6.428647
-7.539061,7.308647,-7.539061,8.198647,-7.199061,8.198647,-7.199061,7.308647,-7.539061,7.308647
-7.389061,7.908647,-7.389061,8.248647,-6.349061,8.248647,-6.349061,7.908647,-7.389061,7.908647
-6.789061,3.958647,-6.789061,4.948647,-5.999061,4.948647,-5.999061,3.958647,-6.789061,3.958647
-6.589061,1.108647,-6.589061,2.248647,-5.849061,2.248647,-5.849061,1.108647,-6.589061,1.108647
-6.589061,1.958647,-6.589061,2.948647,-5.899061,2.948647,-5.899061,1.958647,-6.589061,1.958647
-6.419061,8.078647,-6.069061,6.278647,-5.619061,7.178647,-6.019061,8.078647,-6.419061,8.078647
-6.369061,0.878647,-6.019061,0.128647,-6.119061,0.878647,-6.369061,0.878647
-6.239061,4.408647,-6.239061,4.998647,-5.999061,4.998647,-5.999061,4.408647,-6.239061,4.408647
-6.119061,6.528647,-5.319061,7.128647,-6.119061,6.878647,-6.119061,6.528647
-6.189061,0.308647,-6.189061,1.298647,-5.849061,1.298647,-5.849061,0.308647,-6.189061,0.308647
-6.189061,1.308647,-6.189061,2.948647,-5.849061,2.948647,-5.849061,1.308647,-6.189061,1.308647
-6.139061,2.708647,-6.139061,2.948647,-5.899061,2.948647,-5.899061,2.708647,-6.139061,2.708647
-5.439061,6.958647,-5.439061,7.498647,-4.449061,7.498647,-4.449061,6.958647,-5.439061,6.958647
-5.139061,7.008647,-5.139061,7.798647,-3.949061,7.798647,-3.949061,7.008647,-5.139061,7.008647
-5.139061,7.008647,-5.139061,8.248647,-3.749061,8.248647,-3.749061,7.008647,-5.139061,7.008647
-3.989061,6.958647,-3.989061,7.448647,-3.249061,7.448647,-3.249061,6.958647,-3.989061,6.958647
-3.989061,6.958647,-3.989061,7.748647,-2.899061,7.748647,-2.899061,6.958647,-3.989061,6.958647
-3.989061,7.308647,-3.989061,8.198647,-2.899061,8.198647,-2.899061,7.308647,-3.989061,7.308647
-3.889061,1.008647,-3.889061,1.498647,-3.149061,1.498647,-3.149061,1.008647,-3.889061,1.008647
-3.889061,1.058647,-3.889061,1.898647,-2.749061,1.898647,-2.749061,1.058647,-3.889061,1.058647
-3.889061,1.308647,-3.889061,1.998647,-3.049061,1.998647,-3.049061,1.308647,-3.889061,1.308647
-3.239061,0.958647,-3.239061,1.948647,-2.349061,1.948647,-2.349061,0.958647,-3.239061,0.958647
-3.089061,1.008647,-3.089061,2.498647,-1.949061,2.498647,-1.949061,1.008647,-3.089061,1.008647
-3.089061,6.958647,-3.089061,8.198647,-1.899061,8.198647,-1.899061,6.958647,-3.089061,6.958647
-2.939061,1.358647,-2.939061,2.548647,-2.599061,2.548647,-2.599061,1.358647,-2.939061,1.358647
-2.939061,1.708647,-2.939061,2.598647,-1.949061,2.598647,-1.949061,1.708647,-2.939061,1.708647
-2.939061,1.958647,-2.939061,2.948647,-1.849061,2.948647,-1.849061,1.958647,-2.939061,1.958647
-2.889061,0.958647,-2.889061,1.998647,-1.799061,1.998647,-1.799061,0.958647,-2.889061,0.958647
-2.889061,2.458647,-2.889061,2.948647,-2.049061,2.948647,-2.049061,2.458647,-2.889061,2.458647
-2.789061,6.958647,-2.789061,7.298647,-1.849061,7.298647,-1.849061,6.958647,-2.789061,6.958647
-2.239061,1.308647,-2.239061,2.898647,-1.799061,2.898647,-1.799061,1.308647,-2.239061,1.308647
-2.089061,6.958647,-2.089061,7.348647,-1.049061,7.348647,-1.049061,6.958647,-2.089061,6.958647
-2.089061,7.008647,-2.089061,8.248647,-0.899061,8.248647,-0.899061,7.008647,-2.089061,7.008647
-2.039061,1.608647,-2.039061,1.898647,-1.799061,1.898647,-1.799061,1.608647,-2.039061,1.608647
-1.989061,7.008647,-1.989061,8.248647,-0.649061,8.248647,-0.649061,7.008647,-1.989061,7.008647
-1.139061,6.908647,-1.139061,7.198647,-0.049061,7.198647,-0.049061,6.908647,-1.139061,6.908647
-0.819061,7.728647,0.280939,6.128647,0.080939,8.078647,-0.769061,8.078647,-0.819061,7.728647
0.010939,1.008647,0.010939,2.498647,0.550939,2.498647,0.550939,1.008647,0.010939,1.008647
0.010939,1.358647,0.010939,2.548647,0.350939,2.548647,0.350939,1.358647,0.010939,1.358647
0.010939,1.708647,0.010939,2.998647,0.950939,2.998647,0.950939,1.708647,0.010939,1.708647
0.010939,7.958647,0.010939,8.248647,0.850939,8.248647,0.850939,7.958647,0.010939,7.958647
0.060939,2.358647,0.060939,3.498647,0.300939,3.498647,0.300939,2.358647,0.060939,2.358647
0.060939,2.658647,0.060939,3.548647,0.600939,3.548647,0.600939,2.658647,0.060939,2.658647
0.180939,3.478647,0.530939,2.778647,0.930939,2.828647,0.180939,3.828647,0.180939,3.478647
0.060939,4.958647,0.060939,6.148647,0.800939,6.148647,0.800939,4.958647,0.060939,4.958647
0.060939,5.408647,0.060939,6.598647,1.100939,6.598647,1.100939,5.408647,0.060939,5.408647
0.060939,4.908647,0.060939,6.898647,0.800939,6.898647,0.800939,4.908647,0.060939,4.908647
0.230939,1.428647,0.480939,1.078647,1.530939,0.778647,1.530939,1.028647,0.230939,1.428647
0.110939,3.458647,0.110939,3.898647,0.350939,3.898647,0.350939,3.458647,0.110939,3.458647
0.680939,5.128647,1.530939,4.628647,1.480939,5.278647,0.680939,5.128647
0.780939,8.078647,1.530939,7.478647,1.480939,8.078647,0.780939,8.078647
1.310939,1.108647,1.310939,2.298647,1.700939,2.298647,1.700939,1.108647,1.310939,1.108647
1.360939,-0.441353,1.360939,0.498647,1.700939,0.498647,1.700939,-0.441353,1.360939,-0.441353
1.360939,4.358647,1.360939,5.548647,1.700939,5.548647,1.700939,4.358647,1.360939,4.358647
1.360939,3.958647,1.360939,6.248647,1.700939,6.248647,1.700939,3.958647,1.360939,3.958647
1.410939,0.308647,1.410939,2.148647,1.650939,2.148647,1.650939,0.308647,1.410939,0.308647
1.410939,1.758647,1.410939,4.048647,1.700939,4.048647,1.700939,1.758647,1.410939,1.758647
1.410939,3.858647,1.410939,4.548647,1.700939,4.548647,1.700939,3.858647,1.410939,3.858647
1.410939,7.408647,1.410939,8.148647,1.700939,8.148647,1.700939,7.408647,1.410939,7.408647
