0,12.8107,118.353
0,0.0229185,-118.316
0,0.0295981,0.0667444
0,0.0512419,0.215964
0,0.019832,-0.291758
0,0.0212968,0.0145995
0,0.0303992,0.0833128
0,0.0204663,-0.0923461
0,0.011187,-0.0925043
0,0.00902632,-0.0213626
0.01,0.0481782,0.367026
0.01,0.0194089,-0.286712
0.01,0.0240051,0.0425807
0.01,0.0474348,0.2156
0.01,0.0207038,-0.266739
0.02,0.035196,0.13399
0.02,0.0323831,-0.0260711
0.02,0.0653847,0.303027
0.02,0.0998994,0.319279
0.02,0.0841028,-0.14711
0.02,0.0254534,-0.582177
0.03,0.0223085,-0.0289216
0.03,0.0752657,0.490839
0.03,0.136285,0.563051
0.03,0.141828,0.0511089
0.03,0.0550206,-0.602156
0.03,0.139848,0.801294
0.03,0.123259,-0.165705
0.04,0.0850138,-0.354525
0.04,0.195951,1.10137
0.04,0.323379,1.18078
0.04,0.442103,1.18302
0.04,0.576986,1.25206
0.04,0.659739,0.823174
0.05,0.758178,0.912618
0.05,0.801565,0.433245
0.05,0.875146,0.734659
0.05,0.956527,0.751696
0.05,1.06103,0.965249
0.05,1.11879,0.577103
0.06,1.15335,0.314736
0.06,1.28713,1.25437
0.06,1.32465,0.374836
0.06,1.35961,0.34897
0.06,1.44402,0.779038
0.06,1.46684,0.225864
0.07,1.5208,0.499941
0.07,1.64238,1.13504
0.07,1.66798,0.255847
0.07,1.77397,1.059
0.07,1.83876,0.59736
0.08,1.48355,-2.69367
0.08,2.32179,8.26774
0.08,2.04187,-2.79802
0.08,1.65965,-3.62118
0.08,2.56526,8.80865
0.09,2.16923,-3.66195
0.09,2.25093,0.815055
0.09,2.3475,0.893681
0.09,2.34723,-0.00269677
0.09,2.42974,0.761405
0.09,2.42607,-0.0365
0.1,2.46619,0.371348
0.1,2.54504,0.730254
0.1,2.63412,0.885288
0.1,2.67717,0.399252
0.1,1.95731,-6.87423
0.1,3.59582,15.856
0.11,2.84065,-6.95394
0.11,2.53951,-3.01069
0.11,3.62358,9.96613
0.11,3.1177,-4.70413
0.11,3.11784,0.00144901
0.11,3.18433,0.614939
0.12,3.17652,-0.0722321
0.12,3.21924,0.393061
0.12,3.29367,0.686879
0.12,3.3486,0.508267
0.12,3.37747,0.288271
0.13,3.43356,0.51867
0.13,3.47866,0.448213
0.13,3.61008,1.21879
0.13,3.61173,0.0164943
0.13,3.66871,0.568191
0.13,3.76213,0.868689
0.14,3.73468,-0.273929
0.14,3.82201,0.871947
0.14,3.87703,0.549736
0.14,3.96744,0.836467
0.14,3.7629,-1.92822
0.14,4.23503,4.60322
0.14,4.06092,-1.61288
0.14,3.99261,-0.663432
0.14,4.21875,2.14916
0.14,4.06799,-1.50341
0.14,4.0642,-0.0372581
0.14,4.17897,1.0747
0.14,3.82161,-3.06407
0.14,4.47361,6.03002
0.14,4.11804,-3.2825
0.14,4.10449,-0.124953
0.14,4.09669,-0.0720972
0.14,4.11472,0.180249
0.14,4.10982,-0.0451882
0.14,4.10249,-0.0732186
0.14,4.08882,-0.12629
0.14,4.05253,-0.335376
0.14,4.11653,0.588988
0.14,4.09001,-0.245426
0.14,4.11268,0.208554
0.14,4.0901,-0.209051
0.14,4.15244,0.576287
0.14,4.08937,-0.628858
0.14,4.1355,0.425141
0.14,4.15154,0.148377
0.14,3.75342,-3.62277
0.14,4.52046,7.20312
0.14,4.08725,-4.3087
0.14,3.78847,-2.9847
0.14,4.48665,6.47443
0.14,4.14236,-3.44223
0.14,3.88561,-2.43119
0.14,4.31857,4.20552
0.14,4.10958,-1.92942
0.14,3.74995,-3.56333
0.14,4.4528,6.53419
0.14,4.14313,-2.86919
0.14,3.65564,-4.72475
0.14,4.62563,9.24279
0.14,4.08965,-5.34268
0.14,4.1169,0.272412
0.14,4.08242,-0.339361
0.14,4.18245,0.937423
0.14,4.10584,-0.705603
0.13,4.16649,0.562599
0.13,4.09787,-0.685963
0.13,4.01665,-0.810654
0.13,4.01729,0.00587988
0.13,3.91054,-1.05723
0.13,3.96287,0.490941
0.13,3.84972,-1.11737
0.13,3.90139,0.479887
0.13,3.84319,-0.581842
0.13,3.80362,-0.39316
0.12,3.86907,0.606299
0.12,3.76105,-0.999812
0.12,3.70649,-0.501929
0.12,3.6531,-0.493616
0.12,3.64463,-0.0782203
0.11,3.56308,-0.754033
0.11,3.48722,-0.755099
0.1,3.42856,-0.543709
0.1,3.3264,-1.02035
0.1,3.20491,-1.21281
0.09,3.13576,-0.640934
0.09,2.98554,-1.39074
0.09,2.8554,-1.29496
0.09,2.75821,-0.896188
0.09,2.73423,-0.221387
0.09,2.42792,-2.75545
0.09,2.90621,4.55234
0.09,2.56229,-3.42458
0.09,2.60739,0.45084
0.09,2.57773,-0.27471
0.09,2.53565,-0.419421
0.09,2.42425,-1.05521
0.09,2.68066,2.49419
0.09,2.52316,-1.45314
0.09,2.50469,-0.182333
0.09,2.56608,0.572826
0.09,2.51713,-0.45393
0.09,2.51714,7.22799e-05
0.09,2.49945,-0.16304
0.09,2.50204,0.0258934
0.09,2.52361,0.199541
0.09,2.51823,-0.0536155
0.09,2.487,-0.312337
0.09,2.54165,0.505459
0.09,2.52576,-0.158886
0.09,2.51556,-0.0942461
0.09,2.53096,0.142191
0.09,2.5156,-0.142008
0.09,2.47905,-0.335421
0.09,2.53363,0.50668
0.09,2.49854,-0.350568
0.09,2.53953,0.407997
0.09,2.54682,0.0676792
0.09,2.477,-0.697186
0.08,2.49556,0.185471
0.08,2.47324,-0.206432
0.08,2.3308,-1.41878
0.08,2.30003,-0.307685
0.08,2.29204,-0.0738877
0.08,2.19324,-0.912826
0.08,2.17353,-0.196416
0.08,1.42024,-6.99071
0.08,3.09747,16.7039
0.08,2.11725,-9.77496
0.08,2.21884,0.943332
0.08,2.20917,-0.0966357
0.08,2.18637,-0.227077
0.08,2.2004,0.129918
0.08,2.25083,0.466172
0.09,2.23496,-0.145715
0.09,2.27087,0.331963
0.1,3.21229,9.41413
0.1,2.43321,-6.96198
0.1,2.66922,2.25505
0.11,2.67769,0.0783737
0.11,2.78272,1.04971
0.11,2.87621,0.857618
0.12,2.98581,1.01858
0.12,2.97008,-0.152935
0.12,3.2676,2.81875
0.12,3.22004,-0.474969
0.12,3.2926,0.718888
0.12,3.37395,0.757351
0.12,3.41057,0.338642
0.13,3.44062,0.277613
0.13,3.52165,0.80724
0.13,3.61156,0.830971
0.13,3.66071,0.453538
0.13,3.7104,0.459818
0.13,3.71863,0.0820358
0.14,3.79061,0.718864
0.14,3.8372,0.431478
0.14,3.89846,0.610777
0.14,3.99973,0.935939
0.14,4.0001,0.00345232
0.14,4.04085,0.376232
0.14,3.89344,-1.31583
0.14,4.24492,3.35854
